Store,Dept,Date,FutureValue
1,11,2013-07-12,24039.0
1,11,2013-07-19,23985.0
1,11,2013-07-26,23937.0
1,12,2012-11-02,9784.685198568586
1,12,2012-11-09,10212.832456945467
1,12,2012-11-16,9780.679714812279
1,12,2012-11-23,9998.610679046495
1,12,2012-11-30,9752.782870096584
1,12,2012-12-07,10497.217725991173
1,12,2012-12-14,9534.760777326099
1,12,2012-12-21,9985.33976905177
1,12,2012-12-28,8147.518575033366
1,12,2013-01-04,8311.005611939912
1,12,2013-01-11,9134.592138703301
1,12,2013-01-18,9049.369006507392
1,12,2013-01-25,9784.612155469533
1,12,2013-02-01,9971.916824859036
1,12,2013-02-08,10004.349499291
1,12,2013-02-15,9380.84465060677
1,12,2013-02-22,9524.616509662143
1,12,2013-03-01,9471.324983164272
1,12,2013-03-08,9647.388540272146
1,12,2013-03-15,9933.029079206231
1,12,2013-03-22,10444.275088050646
1,12,2013-03-29,9659.395554076897
1,12,2013-04-05,9974.905597033183
1,12,2013-04-12,10380.511420686695
1,12,2013-04-19,10685.544948645118
1,12,2013-04-26,10188.201797890413
1,12,2013-05-03,10657.798533276124
1,12,2013-05-10,10480.890833235071
1,12,2013-05-17,10836.430676055936
1,12,2013-05-24,11317.887599022542
1,12,2013-05-31,11371.420390296624
1,12,2013-06-07,11253.32193058505
1,12,2013-06-14,11475.989818727923
1,12,2013-06-21,11573.479749359998
1,12,2013-06-28,11725.637480362457
1,12,2013-07-05,11384.861488741208
1,12,2013-07-12,11656.613811200677
1,12,2013-07-19,11421.8667818047
1,12,2013-07-26,11577.725959666284
1,13,2012-11-02,40337.0035316619
1,13,2012-11-09,41119.3505859087
1,13,2012-11-16,40010.72047808976
1,13,2012-11-23,39374.775177666525
1,13,2012-11-30,39296.33512478658
1,13,2012-12-07,40597.333801309826
1,13,2012-12-14,39462.203526729376
1,13,2012-12-21,39918.851670733435
1,13,2012-12-28,39664.49031733327
1,13,2013-01-04,38803.114323775015
1,13,2013-01-11,39705.47194996847
1,13,2013-01-18,39072.390051714254
1,13,2013-01-25,39355.24832994904
1,13,2013-02-01,43562.36591847644
1,13,2013-02-08,45192.66648316606
1,13,2013-02-15,46528.82068139032
1,13,2013-02-22,43202.808215609424
1,13,2013-03-01,39764.880566332264
1,13,2013-03-08,39590.4750914788
1,13,2013-03-15,40056.73757235777
1,13,2013-03-22,41771.28593682511
1,13,2013-03-29,40097.92630638391
1,13,2013-04-05,40963.08247077845
1,13,2013-04-12,40573.951481625896
1,13,2013-04-19,40685.335531267425
1,13,2013-04-26,40245.0164753699
1,13,2013-05-03,40507.769969687615
1,13,2013-05-10,40811.069876812384
1,13,2013-05-17,42330.35190558288
1,13,2013-05-24,41932.333900969694
1,13,2013-05-31,41042.179465168636
1,13,2013-06-07,41215.13321713547
1,13,2013-06-14,43123.12210792294
1,13,2013-06-21,42481.20852973702
1,13,2013-06-28,42090.29808143808
1,13,2013-07-05,43102.71952180861
1,13,2013-07-12,41941.848948613464
1,13,2013-07-19,41317.789901462034
1,13,2013-07-26,41058.90887480043
1,14,2012-11-02,12211.0
1,14,2012-11-09,12245.0
1,14,2012-11-16,11818.0
1,14,2012-11-23,11891.0
1,14,2012-11-30,11863.0
1,14,2012-12-07,12005.0
1,14,2012-12-14,11964.0
1,14,2012-12-21,11908.0
1,14,2012-12-28,11926.0
1,14,2013-01-04,11933.0
1,14,2013-01-11,11947.0
1,14,2013-01-18,11935.0
1,14,2013-01-25,11929.0
1,14,2013-02-01,11934.0
1,14,2013-02-08,11935.0
1,14,2013-02-15,11936.0
1,14,2013-02-22,11933.0
1,14,2013-03-01,11933.0
1,14,2013-03-08,11934.0
1,14,2013-03-15,11934.0
1,14,2013-03-22,11934.0
1,14,2013-03-29,11933.0
1,14,2013-04-05,11933.0
1,14,2013-04-12,11933.0
1,14,2013-04-19,11933.0
1,14,2013-04-26,11933.0
1,14,2013-05-03,11933.0
1,14,2013-05-10,11933.0
1,14,2013-05-17,11933.0
1,14,2013-05-24,11933.0
1,14,2013-05-31,11933.0
1,14,2013-06-07,11933.0
1,14,2013-06-14,11933.0
1,14,2013-06-21,11933.0
1,14,2013-06-28,11933.0
1,14,2013-07-05,11933.0
1,14,2013-07-12,11933.0
1,14,2013-07-19,11933.0
1,14,2013-07-26,11933.0
1,16,2012-11-02,18214.324962280185
1,16,2012-11-09,20889.452849741265
1,16,2012-11-16,17129.81365655272
1,16,2012-11-23,18625.53549903518
1,16,2012-11-30,16867.72342433525
1,16,2012-12-07,22190.866416614223
1,16,2012-12-14,15308.73842235202
1,16,2012-12-21,18530.64075978403
1,16,2012-12-28,13456.031608400932
1,16,2013-01-04,12073.279693598415
1,16,2013-01-11,15954.926408681298
1,16,2013-01-18,12611.01654935495
1,16,2013-01-25,17333.159526376618
1,16,2013-02-01,18729.46783250073
1,16,2013-02-08,18824.362571751884
1,16,2013-02-15,15656.685799606246
1,16,2013-02-22,15923.294828930917
1,16,2013-03-01,14911.084276918613
1,16,2013-03-08,16176.347466933992
1,16,2013-03-15,18218.843759387382
1,16,2013-03-22,21874.550619110378
1,16,2013-03-29,16262.204611970748
1,16,2013-04-05,19691.971616333856
1,16,2013-04-12,21558.234821606533
1,16,2013-04-19,23537.467954559153
1,16,2013-04-26,19981.17463119451
1,16,2013-05-03,23338.640881842453
1,16,2013-05-10,22091.45288025587
1,16,2013-05-17,24635.535651608214
1,16,2013-05-24,28096.934235721707
1,16,2013-05-31,28471.994395619116
1,16,2013-06-07,27758.024452681868
1,16,2013-06-14,29303.45306334351
1,16,2013-06-21,29976.75383231597
1,16,2013-06-28,31147.122283080196
1,16,2013-07-05,29298.93426623631
1,16,2013-07-12,30776.58092028998
1,16,2013-07-19,29032.32523691164
1,16,2013-07-26,30062.61097735274
1,17,2012-11-02,7877.0
1,17,2012-11-09,8021.0
1,17,2012-11-16,7817.0
1,17,2012-11-23,7799.0
1,17,2012-11-30,7830.0
1,17,2012-12-07,7868.0
1,17,2012-12-14,7867.0
1,17,2012-12-21,7836.0
1,17,2012-12-28,7840.0
1,17,2013-01-04,7848.0
1,17,2013-01-11,7851.0
1,17,2013-01-18,7848.0
1,17,2013-01-25,7844.0
1,17,2013-02-01,7846.0
1,17,2013-02-08,7847.0
1,17,2013-02-15,7847.0
1,17,2013-02-22,7846.0
1,17,2013-03-01,7846.0
1,17,2013-03-08,7846.0
1,17,2013-03-15,7846.0
1,17,2013-03-22,7846.0
1,17,2013-03-29,7846.0
1,17,2013-04-05,7846.0
1,17,2013-04-12,7846.0
1,17,2013-04-19,7846.0
1,17,2013-04-26,7846.0
1,17,2013-05-03,7846.0
1,17,2013-05-10,7846.0
1,17,2013-05-17,7846.0
1,17,2013-05-24,7846.0
1,17,2013-05-31,7846.0
1,17,2013-06-07,7846.0
1,17,2013-06-14,7846.0
1,17,2013-06-21,7846.0
1,17,2013-06-28,7846.0
1,17,2013-07-05,7846.0
1,17,2013-07-12,7846.0
1,17,2013-07-19,7846.0
1,17,2013-07-26,7846.0
1,18,2012-11-02,9766.0
1,18,2012-11-09,10746.0
1,18,2012-11-16,11437.0
1,18,2012-11-23,12090.0
1,18,2012-11-30,12394.0
1,18,2012-12-07,11286.0
1,18,2012-12-14,11590.0
1,18,2012-12-21,11759.0
1,18,2012-12-28,11823.0
1,18,2013-01-04,11770.0
1,18,2013-01-11,11645.0
1,18,2013-01-18,11717.0
1,18,2013-01-25,11742.0
1,18,2013-02-01,11739.0
1,18,2013-02-08,11722.0
1,18,2013-02-15,11713.0
1,18,2013-02-22,11726.0
1,18,2013-03-01,11728.0
1,18,2013-03-08,11725.0
1,18,2013-03-15,11722.0
1,18,2013-03-22,11722.0
1,18,2013-03-29,11724.0
1,18,2013-04-05,11724.0
1,18,2013-04-12,11723.0
1,18,2013-04-19,11723.0
1,18,2013-04-26,11723.0
1,18,2013-05-03,11723.0
1,18,2013-05-10,11723.0
1,18,2013-05-17,11723.0
1,18,2013-05-24,11723.0
1,18,2013-05-31,11723.0
1,18,2013-06-07,11723.0
1,18,2013-06-14,11723.0
1,18,2013-06-21,11723.0
1,18,2013-06-28,11723.0
1,18,2013-07-05,11723.0
1,18,2013-07-12,11723.0
1,18,2013-07-19,11723.0
1,18,2013-07-26,11723.0
1,19,2012-11-02,1149.0
1,19,2012-11-09,1173.0
1,19,2012-11-16,1173.0
1,19,2012-11-23,1148.0
1,19,2012-11-30,1137.0
1,19,2012-12-07,1141.0
1,19,2012-12-14,1131.0
1,19,2012-12-21,1127.0
1,19,2012-12-28,1134.0
1,19,2013-01-04,1132.0
1,19,2013-01-11,1135.0
1,19,2013-01-18,1133.0
1,19,2013-01-25,1138.0
1,19,2013-02-01,1145.0
1,19,2013-02-08,1150.0
1,19,2013-02-15,1159.0
1,19,2013-02-22,1169.0
1,19,2013-03-01,1168.0
1,19,2013-03-08,1162.0
1,19,2013-03-15,1172.0
1,19,2013-03-22,1170.0
1,19,2013-03-29,1186.0
1,19,2013-04-05,1193.0
1,19,2013-04-12,1185.0
1,19,2013-04-19,1185.0
1,19,2013-04-26,1177.0
1,19,2013-05-03,1174.0
1,19,2013-05-10,1157.0
1,19,2013-05-17,1157.0
1,19,2013-05-24,1156.0
1,19,2013-05-31,1156.0
1,19,2013-06-07,1156.0
1,19,2013-06-14,1157.0
1,19,2013-06-21,1157.0
1,19,2013-06-28,1158.0
1,19,2013-07-05,1160.0
1,19,2013-07-12,1161.0
1,19,2013-07-19,1162.0
1,19,2013-07-26,1163.0
1,20,2012-11-02,4214.0
1,20,2012-11-09,4241.0
1,20,2012-11-16,4240.0
1,20,2012-11-23,4220.0
1,20,2012-11-30,4205.0
1,20,2012-12-07,4197.0
1,20,2012-12-14,4160.0
1,20,2012-12-21,4144.0
1,20,2012-12-28,4137.0
1,20,2013-01-04,4109.0
1,20,2013-01-11,4114.0
1,20,2013-01-18,4076.0
1,20,2013-01-25,4050.0
1,20,2013-02-01,4000.0
1,20,2013-02-08,4009.0
1,20,2013-02-15,3981.0
1,20,2013-02-22,3987.0
1,20,2013-03-01,3962.0
1,20,2013-03-08,3942.0
1,20,2013-03-15,3941.0
1,20,2013-03-22,3958.0
1,20,2013-03-29,3935.0
1,20,2013-04-05,3921.0
1,20,2013-04-12,3934.0
1,20,2013-04-19,3948.0
1,20,2013-04-26,3974.0
1,20,2013-05-03,3967.0
1,20,2013-05-10,3996.0
1,20,2013-05-17,4008.0
1,20,2013-05-24,4054.0
1,20,2013-05-31,4048.0
1,20,2013-06-07,4041.0
1,20,2013-06-14,4035.0
1,20,2013-06-21,4028.0
1,20,2013-06-28,4022.0
1,20,2013-07-05,4016.0
1,20,2013-07-12,4011.0
1,20,2013-07-19,4007.0
1,20,2013-07-26,4002.0
1,21,2012-11-02,7966.558684210527
1,21,2012-11-09,7966.558684210527
1,21,2012-11-16,7966.558684210527
1,21,2012-11-23,7966.558684210527
1,21,2012-11-30,7966.558684210527
1,21,2012-12-07,7966.558684210527
1,21,2012-12-14,7966.558684210527
1,21,2012-12-21,7966.558684210527
1,21,2012-12-28,7966.558684210527
1,21,2013-01-04,7966.558684210527
1,21,2013-01-11,7966.558684210527
1,21,2013-01-18,7966.558684210527
1,21,2013-01-25,7966.558684210527
1,21,2013-02-01,7966.558684210527
1,21,2013-02-08,7966.558684210527
1,21,2013-02-15,7966.558684210527
1,21,2013-02-22,7966.558684210527
1,21,2013-03-01,7966.558684210527
1,21,2013-03-08,7966.558684210527
1,21,2013-03-15,7966.558684210527
1,21,2013-03-22,7966.558684210527
1,21,2013-03-29,7966.558684210527
1,21,2013-04-05,7966.558684210527
1,21,2013-04-12,7966.558684210527
1,21,2013-04-19,7966.558684210527
1,21,2013-04-26,7966.558684210527
1,21,2013-05-03,7966.558684210527
1,21,2013-05-10,7966.558684210527
1,21,2013-05-17,7966.558684210527
1,21,2013-05-24,7966.558684210527
1,21,2013-05-31,7966.558684210527
1,21,2013-06-07,7966.558684210527
1,21,2013-06-14,7966.558684210527
1,21,2013-06-21,7966.558684210527
1,21,2013-06-28,7966.558684210527
1,21,2013-07-05,7966.558684210527
1,21,2013-07-12,7966.558684210527
1,21,2013-07-19,7966.558684210527
1,21,2013-07-26,7966.558684210527
1,22,2012-11-02,8951.48575300507
1,22,2012-11-09,8457.588021548201
1,22,2012-11-16,9159.86446706259
1,22,2012-11-23,24099.963577547547
1,22,2012-11-30,9833.223914666723
1,22,2012-12-07,8256.625464390836
1,22,2012-12-14,9489.772097561357
1,22,2012-12-21,8930.653240542397
1,22,2012-12-28,12540.715859752747
1,22,2013-01-04,10075.236809214137
1,22,2013-01-11,9360.669195174349
1,22,2013-01-18,9974.44825266181
1,22,2013-01-25,9105.100294158528
1,22,2013-02-01,8892.569214264851
1,22,2013-02-08,11570.885982156802
1,22,2013-02-15,9421.40089595551
1,22,2013-02-22,9371.515174420923
1,22,2013-03-01,9551.13249903318
1,22,2013-03-08,9331.083604255255
1,22,2013-03-15,8944.767208412984
1,22,2013-03-22,8352.49724689205
1,22,2013-03-29,9366.533030795987
