Store,Dept,Size,Model,MinErr,SimpleMean,Naive,MovingAvg5,MovingAvg27,MovingAvg53,HoltsLinear,HoltWinter,Arima,LinearRegression
1,29,143.0,Naive,438.8606538841073,1127.0921335107178,438.8606538841073,587.0764187842624,1627.5875185694888,1054.2152188415926,1424.496216580982,1378.7915230253186,825.4465390739385,592.9862038206323
1,30,143.0,MovingAvg53,563.084548147161,792.2273175671781,806.9704356204861,810.6997286089639,638.052026218903,563.084548147161,1847.4914926347285,890.5157181278911,678.8663265962884,572.5546141096166
1,31,143.0,MovingAvg53,1601.6474618585632,1650.2901029909328,1770.6290471769905,1737.4009967530267,1666.6127022561489,1601.6474618585632,2144.0170829599524,2031.5526530678137,1703.2543758685156,999999999.0
1,32,143.0,MovingAvg5,1851.5696933462978,2670.093982939429,2244.48955003367,1851.5696933462978,3873.9560434624827,2852.696430248224,2912.472726645857,3071.0855394193327,2473.4422419922616,1953.7537461249217
1,33,143.0,MovingAvg53,2296.5034917608755,2352.0815352475774,2365.9838921238784,2434.885307919791,2425.741325339107,2296.5034917608755,2688.1471586561597,2368.2329842289023,2533.3342611792323,999999999.0
1,34,143.0,Arima,2544.105901055277,2601.6439195663665,5434.93628076914,3660.4177352101483,2705.2278440583905,2676.8303203287946,8651.177101504736,5720.802301897977,2544.105901055277,999999999.0
1,35,143.0,MovingAvg53,633.8622111236326,678.4958852856346,1620.684406330899,1073.8282060319173,724.5034959384263,633.8622111236326,1943.8801657647489,1166.054571223413,653.7875012854644,999999999.0
1,36,143.0,MovingAvg53,1121.4862454217473,1158.8046995280652,1157.75991552802,1148.8889025963222,1124.6234740516559,1121.4862454217473,1184.675911311903,1274.9883276506407,1224.6190597170764,999999999.0
1,37,143.0,MovingAvg53,308.0782237354459,318.93081032872055,351.85886073724265,321.28695828148943,308.9594130064811,308.0782237354459,310.9596771539799,352.79251453356386,344.3388406448785,324.3727003615101
1,38,143.0,LinearRegression,5923.9057744467245,8836.367114065162,23900.699943406646,12070.845820695564,8518.587653067101,7159.592301728263,22836.00017277416,11466.822559755361,11642.273804371265,5923.9057744467245
1,40,143.0,SimpleMean,2788.6621962663653,2788.6621962663653,7193.387942116198,5107.562027116438,4799.312855586319,2885.4393737930222,8379.434882479916,5383.071399981597,6363.245220196484,2995.2058279554203
1,41,143.0,HoltWinter,503.61072995021794,606.0418176495663,504.06334238658053,514.7609104180104,536.7897075904536,529.959868686706,1333.4324051582014,503.61072995021794,602.9464357418183,517.5809208762367
1,42,143.0,LinearRegression,816.9486035825861,828.4120073336325,1314.7373390647404,853.0119970196495,835.1646426859853,844.7562062571578,1389.3967334014114,1016.3217835991816,927.6446541469984,816.9486035825861
1,44,143.0,MovingAvg53,863.6276763079934,969.7417000073259,960.428198177861,1080.9813182004345,1005.5963896226251,863.6276763079934,2438.5938523125988,913.0217036615543,965.7031888264697,999999999.0
1,45,71.0,MovingAvg27,13.585909814407938,14.742682190773369,40.77950032389641,17.15458493567715,13.585909814407938,14.366975524787549,24.038682622344844,15.847790590548794,999999999.0,21.585668466748235
1,46,143.0,HoltsLinear,1840.5420895705024,1983.758288902797,2837.2428789413593,1978.0047277605604,2687.108020068453,2255.7495866192817,1840.5420895705024,3341.137326095333,2530.336600722057,999999999.0
1,47,22.0,SimpleMean,113.45830141144168,113.45830141144168,131.99166640360292,131.99166640360292,113.73630203833619,113.73630203833619,129.02464570276206,999999999.0,999999999.0,152.5240795463787
1,48,125.0,MovingAvg53,756.321468886985,808.5255270280587,1034.1292932723645,895.4819754643075,883.233281885402,756.321468886985,1879.8950780574723,860.4641784966745,999999999.0,891.4541488238772
1,49,143.0,LinearRegression,1623.6029538552104,1813.2538362615412,2764.97623526546,2213.945241322835,1896.003403964606,1723.8849414907604,3230.747642308513,2545.225459551073,2311.2655326285912,1623.6029538552104
1,51,33.0,LinearRegression,16.88558801295458,27.83838147251558,44.25884124750024,30.646512031123134,30.087078019532264,30.087078019532264,30.425540531884206,48.584742627771334,999999999.0,16.88558801295458
1,52,143.0,MovingAvg27,412.8796309386817,610.7878801820682,444.3782512097952,550.8956457889185,412.8796309386817,451.3508082341573,1124.9406491475718,452.6970942005205,577.2226574677738,554.4160878111351
1,54,133.0,MovingAvg53,31.62889057047602,67.99219628921126,41.670249268201815,34.38528030862446,31.738037239356874,31.62889057047602,51.23618437967264,45.9459354030746,999999999.0,98.44078865435247
1,55,143.0,LinearRegression,2001.2485702650483,4547.485659210966,2442.08710353848,2474.3366876036494,6611.014613992789,4795.808215852478,5873.639211784679,4612.737365985574,3869.3253842916215,2001.2485702650483
1,56,143.0,Arima,2750.8170005438756,3005.0143748853384,10435.475684619401,9502.936179941296,3961.329469274551,2887.452628520784,22842.649755671973,16678.33896708212,2750.8170005438756,999999999.0
1,58,143.0,Naive,1681.9244894783167,1687.561815560719,1681.9244894783167,1713.6818578258155,1687.6168912276505,1690.3766240274078,1768.555486497567,1779.280593325374,1779.1684172151226,999999999.0
1,59,143.0,MovingAvg5,69.5103105649196,859.834173952982,107.82226339100204,69.5103105649196,704.5231052361414,542.8886700965701,1317.811885558383,344.62392513942086,956.2272537188198,523.1568815560197
1,60,143.0,MovingAvg5,190.8472644126446,207.75329538300716,218.5390709169447,190.8472644126446,196.7356929722619,196.92801611484163,309.2931325326965,211.10457158501447,222.61052293178378,206.32933577908108
1,67,143.0,MovingAvg27,3228.865191872589,3266.9384531634864,3362.1220218845983,3610.138198026635,3228.865191872589,3285.027005202183,4293.695562626024,4710.273735277022,3382.398495200224,999999999.0
1,71,143.0,MovingAvg5,612.4681738968098,704.9297417600635,618.047829077642,612.4681738968098,1215.3199082615781,917.501504711212,660.5088315715312,712.1662836506251,856.7493412665176,711.1786733978256
1,72,143.0,Naive,6075.744795658871,10107.023149204973,6075.744795658871,7403.158998140098,19453.417781353914,13514.375779677377,18812.4748659455,13850.871707408982,20727.490688182254,7739.966103340667
1,74,143.0,MovingAvg27,1886.3798190938037,1927.3159616419362,2358.538288482494,2162.7206340206903,1886.3798190938037,1981.7999895125402,2439.604147660505,2378.9806870420957,2575.5205236656757,1984.1227085383607
1,77,3.0,LinearRegression,91.67392511449128,421.5,192.0,421.5,421.5,421.5,392.4107173924434,999999999.0,999999999.0,91.67392511449128
1,78,4.0,HoltsLinear,1.9999999999999982,2.0,2.0,2.0,2.0,2.0,1.9999999999999982,999999999.0,999999999.0,2.0
1,79,143.0,MovingAvg53,6337.470405701213,6405.116091658465,12463.210493451903,6505.22693884404,6448.2152093855175,6337.470405701213,8469.97337913868,7826.354990812877,10540.3429293002,6430.851705653749
1,80,143.0,MovingAvg5,1158.800969103565,3296.0091533759346,2265.8796390699404,1158.800969103565,1422.219324773319,2069.4662673603093,2679.123184164475,2980.778444084199,2082.1932981368736,1268.1315537563926
1,81,143.0,MovingAvg27,1935.8035061944993,2510.2164952107933,3562.019532373022,2060.4074271641157,1935.8035061944993,2355.7499300365357,5677.093798505768,1962.9901421556797,2647.422122752711,2046.5020253915518
1,82,143.0,SimpleMean,1314.4195992984173,1314.4195992984173,2991.942079357082,1836.1054399991583,2921.206857370412,1807.188300887222,1825.6079024827804,4034.6139618891275,3452.3875037675357,1493.8725261076245
1,83,143.0,MovingAvg27,761.7901366997067,817.893055592462,1595.7049561957201,1200.685782731458,761.7901366997067,850.7230778292416,3011.7642175935675,1374.1082021643956,966.0991313633974,999999999.0
1,85,143.0,MovingAvg27,633.7557528403444,864.9464029151658,714.9504576638811,804.9578703363098,633.7557528403444,700.9383463279892,1633.4804411808273,971.0583285982907,743.8929979100033,879.2162802585548
1,87,143.0,MovingAvg27,5747.815580074508,9108.148237324325,12475.04789231965,5897.919836251676,5747.815580074508,5969.561483844971,9004.861937437367,8776.513709226747,10061.388803730799,8137.992883072747
1,90,143.0,MovingAvg53,4476.079835620642,7627.017761542053,13123.033712145227,5340.749490394122,5560.708544124707,4476.079835620642,5285.139290518025,8032.907663107177,7563.170687757909,5531.127172370091
1,91,143.0,MovingAvg27,6143.901118002114,6904.669009944007,11295.239881345504,6604.074722808111,6143.901118002114,6255.561569977842,10927.92405521173,7729.804619880251,9856.902939540798,6352.984951380295
1,92,143.0,MovingAvg53,11554.88682500905,13411.41841230136,26995.25470737781,12172.765605978679,14234.080269964841,11554.88682500905,12378.485878894024,14723.18134479863,20585.168641951852,12031.947749369005
1,93,143.0,MovingAvg5,8510.64138298714,10656.044551481533,16985.52955058968,8510.64138298714,8567.165956596984,8666.381779536478,9411.423226217521,10861.921117459924,13232.537964469208,9026.568787938746
1,94,143.0,MovingAvg53,4733.202036745384,5061.737027121028,10643.436833405349,5291.57820007673,5322.23562515345,4733.202036745384,10699.462424886508,7371.289093768463,8902.014597267456,5986.693124741329
1,95,143.0,LinearRegression,7171.1140123129735,12673.350676439644,12141.982003451416,7778.159306755156,12822.221687556466,10786.797750137881,21399.53032156626,11555.93076559232,15063.21829184279,7171.1140123129735
1,96,122.0,LinearRegression,3649.3602098003594,6339.1556263620905,4870.051027267375,3780.978001540149,4176.51028410295,4563.533458025714,9764.67775331119,7022.874019874247,6030.668432105544,3649.3602098003594
1,97,143.0,MovingAvg5,3151.856915574128,3779.9982755210835,5207.391435256835,3151.856915574128,3421.660230684766,3341.528562646279,4538.667448305382,3731.273848890854,5292.792898883551,3281.0685655830634
1,98,143.0,SimpleMean,985.615584804525,985.615584804525,4667.783297609039,1902.3999053996017,1857.7293692003207,1251.3866798696395,2110.200329813627,2367.4289455152207,2204.1959643794094,1078.3017219327915
1,99,37.0,Naive,219.0364741030589,342.7519808898398,219.0364741030589,223.0916663328489,376.3291194680558,359.64161356967855,385.91382694746045,427.3464071235939,999999999.0,288.82470875548483
2,1,143.0,LinearRegression,6148.34308125638,8571.768901055855,49599.276462984926,20942.40858394127,12657.935251835464,8569.88478832173,36241.603888614714,20909.193832643126,9010.871285292787,6148.34308125638
2,2,143.0,MovingAvg27,3077.257107524623,3095.887304405757,5369.045651078227,3182.057870741704,3077.257107524623,3175.73697028334,4104.294822623861,3993.6645031788694,5276.7965408674545,999999999.0
2,3,143.0,LinearRegression,14594.286505041824,15818.783212350147,17778.440602302166,17968.909968939482,16893.10865311167,15547.15250223824,21839.50725307567,19397.524544211898,16883.656707720682,14594.286505041824
2,4,143.0,SimpleMean,2157.573576921765,2157.573576921765,3484.3525571395394,2254.096536346553,2188.590526483112,2261.581160450352,2700.4543852985234,2602.1503887547324,3154.1543650803605,2182.784525002531
2,5,143.0,LinearRegression,5460.837538928334,10462.699912802498,7693.72851940081,5902.808729897948,15688.272700261525,11252.332220741475,16072.638940669898,15437.885860851256,13572.295863367362,5460.837538928334
2,6,143.0,Naive,1113.678078838857,2528.30435372338,1113.678078838857,1306.8237266856345,1619.2056066201114,1582.7456815036169,4943.724699963168,3045.9890145427116,2634.662589769657,2351.524297192174
2,7,143.0,MovingAvg5,7586.646666535411,9672.239612790088,11776.391473954323,7586.646666535411,12773.685420917433,11626.154227902016,28052.05884655666,25751.952858534936,14527.88970114926,8926.504032002533
2,8,143.0,HoltsLinear,2442.282243397142,3153.215585700279,2518.495214298576,2865.492910673375,2734.077621493345,3936.5060017196906,2442.282243397142,3111.13885641436,3508.6103921448616,4265.252073192714
2,9,143.0,MovingAvg27,6340.878905249875,6714.432923144883,16395.12444970287,11110.066021721294,6340.878905249875,6655.172057982331,26505.087506926517,26560.480259492124,7109.555724710724,6798.82891342021
2,10,143.0,MovingAvg53,2618.942062639952,2712.4252676233527,8292.255729134595,5680.288225424713,2924.896343615857,2618.942062639952,14859.769664037874,9174.069012885362,4962.782124653385,2735.204617699137
2,11,143.0,MovingAvg53,5098.492484786676,5235.066734349442,5674.194415721055,5889.481150844537,5276.653781010328,5098.492484786676,8356.761324719157,5671.994807986123,5344.752197360394,999999999.0
2,12,143.0,MovingAvg5,675.7836004801637,855.1492562125953,899.7520727266274,675.7836004801637,1254.5226688993116,1194.2774623233136,2840.6988880336376,922.0849294198636,1361.7649745304332,700.856006121459
2,13,143.0,SimpleMean,1647.5894407906685,1647.5894407906685,2101.4218375825853,1679.7429371814442,2386.22163365603,2791.639443248605,3199.610978059532,2067.623086827903,2819.6268205956376,2919.6030270252636
2,14,143.0,Naive,2462.803110624152,3492.488291501735,2462.803110624152,2495.022973296597,6175.502788372925,4656.310424988836,11362.462413952884,3660.31246824165,5559.978588599366,2726.3825628701975
2,16,143.0,LinearRegression,16295.088331637788,17238.32316177096,31800.63513249181,24644.849783816888,21586.130517699345,18513.6436762166,76226.8524783777,54603.87182471016,18726.11111004538,16295.088331637788
2,17,143.0,Naive,1064.2271322306444,1243.4895675453306,1064.2271322306444,1079.5580544346265,2819.8213666552265,1833.7398861373376,3610.627794335256,2294.9055546617574,2603.317029170776,1420.9844145955362
2,18,113.0,LinearRegression,8058.629076456854,10646.916771679567,8634.993218060326,8193.662250874948,15802.295097943106,10684.916224648458,25987.914773938646,11335.312631577679,999999999.0,8058.629076456854
2,19,143.0,MovingAvg5,490.04038698074305,794.2737120743218,518.621074169199,490.04038698074305,531.4892097123876,546.4987807418928,676.8927960137055,618.1418811462802,568.1332935344288,728.329561645866
2,20,143.0,LinearRegression,1011.1888994121674,1011.7328320532994,1018.3226921587857,1013.1011556703013,1020.8552157337465,1026.91982980093,1113.7686164320921,1122.8052402885342,1134.9367885100635,1011.1888994121674
2,21,143.0,LinearRegression,1055.1038318815968,2174.4213509675005,1950.1674249115656,1524.0848023855006,1597.4692789249132,1485.8088586274316,1420.5448031595904,2693.828034820876,1611.0124366008108,1055.1038318815968
2,22,143.0,MovingAvg5,1636.4814862894075,2351.0681773065758,1738.6452455645283,1636.4814862894075,4748.242666470508,2634.603628885544,4927.475035364119,2276.0848073122233,4002.2797384002947,1772.7401532619226
2,23,143.0,MovingAvg5,4840.817676770304,5084.6351082217,6475.213955530204,4840.817676770304,5454.621962218554,5107.074405341204,5500.015307665938,10107.089341649105,5308.843046954822,999999999.0
2,24,143.0,HoltWinter,3729.825492970929,4044.9352768581816,3947.230184623136,4082.1202774082367,4130.434498386427,3930.032510949516,5675.760359870266,3729.825492970929,4203.942247657169,999999999.0
2,25,143.0,MovingAvg53,1666.880566900057,2126.585098689479,5262.307114925597,4209.319009539193,2013.9733032517959,1666.880566900057,8415.71658170236,5555.262847510973,2075.5623583059214,999999999.0
2,26,143.0,LinearRegression,1312.7717063795367,2410.5061254978414,4336.0423227269475,3344.505793860603,2741.2970132271043,2243.375585619848,4438.801254650902,4495.802897983459,2455.558471191575,1312.7717063795367
2,27,143.0,MovingAvg5,380.76877965070116,654.1437987961427,388.100221987693,380.76877965070116,1025.8604887557892,705.6796908146217,1757.9188373084285,1940.4151058374737,560.0387821166104,405.18676151806824
2,28,143.0,HoltWinter,201.67929562517023,384.28675421681663,256.6638862470688,228.59323897584898,406.2451517081639,290.9007341564236,263.5791724280085,201.67929562517023,380.42374163944345,215.48750453253191
2,29,143.0,MovingAvg5,673.1293301368883,1357.256587775101,1102.330364211233,673.1293301368883,1772.590514702643,1214.1284288064708,3462.059201057503,3311.0644477577193,964.0056391376868,778.8195316458708
2,30,143.0,MovingAvg53,579.1949387338015,922.3937834040879,754.4504122618455,677.2679236799146,623.7943327357912,579.1949387338015,1576.3554043114627,749.09432307086,746.1518100623927,831.365260719844
2,31,143.0,MovingAvg53,1960.1426558615804,1978.902059024595,2072.1320811982605,2107.3169553410594,2049.6131797566386,1960.1426558615804,3240.064177957154,1972.3363884918533,2011.446225472125,999999999.0
2,32,143.0,MovingAvg5,2429.5891008616377,3209.0426567634104,2482.980181432427,2429.5891008616377,3909.317612772499,3156.5076766641705,5401.252822869464,4978.332655691744,3813.607107968468,2642.199785721326
2,33,143.0,MovingAvg5,2359.82826681663,2609.1342300122124,2667.072059202621,2359.82826681663,2716.4083863316614,2511.8880688818376,3381.5824314380275,2559.7330367779678,2526.2551461805356,999999999.0
2,34,143.0,MovingAvg5,2706.6356559238075,2707.8260430098903,3327.970054365231,2706.6356559238075,2967.7342184981744,2967.3068169380335,5213.5086911562785,5189.8019575601475,3313.0541212861267,999999999.0
2,35,143.0,MovingAvg53,1278.1123011877874,1284.7482879197437,1655.1325694190555,1311.653382917422,1303.1252338282131,1278.1123011877874,1501.01087839491,1454.6468634590954,1315.1333583533524,999999999.0
2,36,143.0,SimpleMean,2528.151959472824,2528.151959472824,2533.7996143777214,2571.7698877238727,2672.5743704179285,2565.6420287103024,2664.311982763617,2622.0674356511145,2635.060012753212,2563.2288627563034
2,37,143.0,MovingAvg53,390.17988402251603,410.5722987011077,963.6316719272871,496.7502589561093,458.18563307233353,390.17988402251603,1069.9973951727864,703.9354781981541,492.050806643368,410.6574773540204
2,38,143.0,LinearRegression,6762.585564008048,17019.242412685304,7973.147243502989,12099.562510930753,14543.50347016189,12980.736314279946,9606.435304380053,11805.864170740806,15231.816674559373,6762.585564008048
2,40,143.0,SimpleMean,3009.465650346295,3009.465650346295,4352.307049010393,3453.5169865706957,3928.3175731350034,3445.941449401824,4970.440041730675,3504.643514460321,5513.255180377558,5196.488190343538
2,41,143.0,MovingAvg53,600.7219093880394,627.7598158616482,661.719824581996,708.3050016020569,691.6724137226624,600.7219093880394,1091.1278414644407,894.3338885969958,874.4350370890356,999999999.0
2,42,143.0,LinearRegression,624.4584341473429,662.1565529645898,934.0639751238341,828.8319939651822,670.1176827551859,732.3672744464552,2290.954546876608,1019.8858762304051,735.5778922459825,624.4584341473429
2,44,143.0,MovingAvg53,1780.2335453036264,1851.8592171467885,2346.4603018192724,2305.9746031741442,1964.3711252433197,1780.2335453036264,5174.422309490663,5198.87697406271,1902.34166396616,1792.8481555511626
2,45,66.0,Naive,16.293345267316962,22.491983072433662,16.293345267316962,18.04206498088025,16.684070655841023,20.374929570442173,17.71995613048076,17.71815270276123,999999999.0,43.420436046950684
2,46,143.0,Naive,2416.286170803708,2424.2828313191512,2416.286170803708,2683.9197545742,3085.523159580064,2809.8714459762464,7397.302280604114,3180.2836007240003,3995.7574863307814,999999999.0
2,47,22.0,SimpleMean,239.19665903917164,239.19665903917164,395.55935079327855,241.2763545160571,243.30162705399493,243.30162705399493,268.30707068231135,999999999.0,999999999.0,1.1514350865695426e+17
2,48,139.0,MovingAvg27,1238.089566955356,1320.3417526247672,1244.765934400061,1264.3266460972507,1238.089566955356,1261.5077999592806,1273.255542727854,1280.2973811129925,999999999.0,1338.4637226142415
2,49,143.0,SimpleMean,2358.3157005850544,2358.3157005850544,2583.196736158514,3034.0896068983843,2798.882821586045,2372.41754523082,6170.510177586871,4786.395537309537,2730.7180802205557,999999999.0
2,51,12.0,HoltsLinear,5.376576655126358,13.49388521781644,6.5701141542594215,6.360863286651166,11.175094008353025,11.175094008353025,5.376576655126358,999999999.0,999999999.0,26.728525461581892
2,52,143.0,Naive,663.0477559281678,915.4001648031467,663.0477559281678,755.0134642105605,1022.6424926009109,1029.3777996819385,834.514687500737,835.189376505414,1029.0825161228329,707.505548035024
2,54,136.0,HoltsLinear,23.083839846639357,89.86094341581988,24.899525239306413,26.86119808996311,34.274466967625386,30.88037223221935,23.083839846639357,46.19628590970193,999999999.0,61.515934702536036
2,55,143.0,LinearRegression,1599.029563593865,5686.82061909893,1827.1292310343024,1755.0445843696223,6807.299430521857,5383.95363107433,9141.368157675559,4794.812787608366,5986.8734014932315,1599.029563593865
2,56,143.0,Arima,4525.3232804876725,4834.227750892304,15214.958162850113,12478.043656776696,5833.762607349261,4673.237169524695,29125.008937450515,22100.46925669101,4525.3232804876725,999999999.0
2,58,143.0,Naive,6172.668360575933,6330.148993920536,6172.668360575933,6841.403648685643,7315.248460275823,6376.139929491512,15810.49141071056,7491.224992859059,7754.381900705316,999999999.0
2,59,143.0,MovingAvg5,92.63426603432153,1320.749041612355,105.03613621199528,92.63426603432153,1176.87420382526,851.2733252317304,2348.2411529205565,507.1217205019047,1430.5665486037099,687.4813840608632
2,60,111.0,MovingAvg27,62.080376083725525,114.79027957105546,62.69179268106167,70.46559607403857,62.080376083725525,66.38092656513662,95.58541373345108,88.93421743147758,999999999.0,78.79350963109304
2,67,143.0,MovingAvg27,5222.559394583929,5283.269395112317,5271.581823550655,5626.873368849283,5222.559394583929,5233.675833186495,6231.6486331571205,7151.993428093777,5466.710907753903,999999999.0
2,71,143.0,SimpleMean,875.9760004434489,875.9760004434489,1039.0231837810372,917.5124379310687,1411.7795829050403,969.3651510578218,1238.5076655777232,1067.2889113094118,1320.3098116835936,999999999.0
2,72,143.0,Naive,8816.945565583474,17052.411899545492,8816.945565583474,9827.696088557896,29345.679634797907,19794.996594798504,34343.92574504209,19230.804033539844,28479.317495876054,11655.53753269697
2,74,143.0,LinearRegression,1689.689739378209,1951.9794955464401,1749.0602828997178,1851.16379408271,2242.8470944637047,1791.8730775659835,4064.5974256751238,1901.8329785571984,2432.6835410628823,1689.689739378209
2,77,2.0,SimpleMean,1227.0,1227.0,1227.0,1227.0,1227.0,1227.0,999999999.0,999999999.0,999999999.0,1227.0
2,78,10.0,SimpleMean,6.598969616538631,6.598969616538631,19.26648904185711,7.65074770725058,6.671679885905798,6.671679885905798,12.935629267732617,999999999.0,999999999.0,7.63410693990338
2,79,143.0,LinearRegression,4217.018380772375,4472.042601045076,8135.608069204806,4337.76602078914,4303.552609060742,4251.552510184846,5438.440182049767,5080.436785204035,7253.482562316461,4217.018380772375
2,80,143.0,MovingAvg53,1307.1831877390612,1309.6406023138522,4221.910924261259,2219.325241412036,1400.566572785547,1307.1831877390612,4590.674662935735,1679.958674911936,2327.208566999461,999999999.0
2,81,143.0,LinearRegression,1756.209003269357,1877.1946533777673,3492.2940428093107,1857.0013671118413,1951.153723867525,2422.2300966756284,4802.847613919903,2394.907282880559,2357.0095427296565,1756.209003269357
2,82,143.0,SimpleMean,1618.3072660895987,1618.3072660895987,2705.103443299032,3237.245522596682,4203.387790704349,2322.040723472683,15731.907464966185,2794.2293271298918,3988.5298545569153,999999999.0
2,83,143.0,LinearRegression,644.765588454119,652.6225200958693,1504.7633812193262,839.7133121634823,667.8006555457478,679.2343461147972,1941.5434156586382,1011.4407689883316,719.1257615999983,644.765588454119
2,85,143.0,MovingAvg27,633.0757794344122,999.1595987300606,662.1566690043201,776.3607624686409,633.0757794344122,675.2349595672886,1840.7092681811303,693.1686390915154,810.4145659112852,1019.0991960151722
